priority,id,country,year,title_en,title_el,translation_status,source_status,direct_url_count,incident_path
medium,usa_1924_teapot_dome_oil_corruption_memory,USA,1924,Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,Ηπα Teapot Dome Αρχειο Εικονας Πετρελαιο Διαφθορα Και Δημοσια Μνημη 1921 1929,good,generic-guidance,0,USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929
medium,usa_1927_buck_v_bell_forced_sterilization_eugenics_law,USA,1927,"Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)","Buck v. Bell, αναγκαστικές στειρώσεις και το σεβαστό πρόσωπο της ευγονικής (1927-1970s)",good,generic-guidance,0,"USA/00-00-1927/Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)"
medium,usa_1932_bonus_army_eviction_2,USA,1932,Bonus Army eviction,Βίαιη εκκένωση Bonus Army,good,generic-guidance,0,USA/00-00-1932/Bonus Army eviction
medium,usa_1932_tuskegee_syphilis_study_medical_racism,USA,1932,"Tuskegee syphilis study, medical racism, and informed-consent betrayal","Μελέτη σύφιλης Tuskegee, ιατρικός ρατσισμός και προδοσία συναίνεσης",good,generic-guidance,0,"USA/00-00-1932/Tuskegee syphilis study, medical racism, and informed-consent betrayal"
medium,usa_1932_tuskegee_syphilis_study_health_race_consent_delayed_accountability,USA,1932,"Tuskegee Syphilis Study: Public Health, Race, Consent and Delayed Accountability","Μελέτη Σύφιλης Tuskegee: Δημόσια Υγεία, Ρατσισμός, Συναίνεση και Καθυστερημένη Λογοδοσία",good,generic-guidance,0,"USA/00-00-1932/Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability"
medium,usa_1932_tuskegee_syphilis_study_consent_race_medical_betrayal,USA,1932,"USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)","ΗΠΑ — Μελέτη σύφιλης Tuskegee, συναίνεση, ρατσισμός και ιατρική προδοσία (1932–1972)",good,generic-guidance,0,"USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)"
medium,usa_1932_tuskegee_1932_1997,USA,1932,USA: Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Health Language (1932-1997),ΗΠΑ: Μελέτη Σύφιλης Tuskegee — Ανήθικη ανθρώπινη πειραματική πρακτική πίσω από τη γλώσσα της δημόσιας υγείας (1932-1997),good,generic-guidance,0,USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt
medium,usa_1933_business_plot_allegations_congressional_testimony_elite_panic,USA,1933,"Business Plot allegations, congressional testimony and elite panic (1933-1935)","Ισχυρισμοί Business Plot, κοινοβουλευτική μαρτυρία και πανικός ελίτ (1933-1935)",good,generic-guidance,0,"USA/00-00-1933/Business Plot allegations, congressional testimony and elite panic (1933-1935)"
medium,usa_1933_business_plot_allegations_veterans_wall_street_panic_fragility_democra,USA,1933,"Business Plot Allegations: Veterans, Wall Street Panic and the Fragility of Democracy","Ισχυρισμοί Business Plot: Βετεράνοι, Οικονομικός Πανικός και Ευθραυστότητα της Δημοκρατίας",good,generic-guidance,0,"USA/00-00-1933/Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy"
medium,usa_1940_japanese_american_internment_census_breach,USA,1940,"USA: Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartime Control (1940-2025)","ΗΠΑ: Εγκλεισμός Ιαπωνοαμερικανών, παραβίαση απορρήτου απογραφής και η λογική του ελέγχου σε καιρό πολέμου (1940-2025)",good,generic-guidance,0,"USA/00-00-1940/USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim"
medium,usa_1943_zoot_suit_riots_policing_media_panic_racialized_youth_violence,USA,1943,"Zoot Suit Riots: Policing, Media Panic and Racialized Youth Violence","Zoot Suit Riots: Αστυνόμευση, Μιντιακός Πανικός και Ρατσιστική Βία Νεολαίας",good,generic-guidance,0,"USA/00-00-1943/Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence"
medium,usa_1944_port_chicago_disaster_black_sailors_mutiny_trial,USA,1944,"Port Chicago disaster, Black sailors, and mutiny trials","Καταστροφή Port Chicago, μαύροι ναύτες και δίκες ανταρσίας",good,generic-guidance,0,"USA/00-00-1944/Port Chicago disaster, Black sailors, and mutiny trials"
medium,usa_1944_human_radiation_experiments,USA,1944,USA: Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored Testing (1944-1995),ΗΠΑ: Πειράματα ανθρώπινης ακτινοβολίας — Επίσημη ανασκόπηση κρατικά χρηματοδοτημένων δοκιμών της Ψυχροπολεμικής περιόδου (1944-1995),good,generic-guidance,0,USA/00-00-1944/USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T
medium,usa_1945_downwinders_nuclear_testing_compensation,USA,1945,"DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)","DOWNWINDERS, ΠΥΡΗΝΙΚΕΣ ΔΟΚΙΜΕΣ, ΡΑΔΙΕΝΕΡΓΟ FALLOUT ΚΑΙ ΑΠΟΖΗΜΙΩΣΕΙΣ (1945-2026)",good,generic-guidance,0,"USA/00-00-1945/DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)"
medium,usa_1945_project_sunshine_body_parts_nuclear_fallout_consent,USA,1945,"USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)","ΗΠΑ — Project Sunshine, ανθρώπινα δείγματα, πυρηνική ραδιενέργεια και συναίνεση (1945–1973)",good,generic-guidance,0,"USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)"
medium,usa_1945_nsa_shamrock_minaret,USA,1945,USA: NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),ΗΠΑ: Τα προγράμματα SHAMROCK και MINARET της NSA (1945-1975),good,generic-guidance,0,USA/00-00-1945/USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975)
medium,usa_1945_operation_paperclip,USA,1945,USA: Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),ΗΠΑ: Operation Paperclip και στρατολόγηση επιστημόνων με ναζιστικό παρελθόν ή σύνδεση (1945-1955),good,generic-guidance,0,USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955)
medium,usa_1946_weather_modification_geoengineering,USA,1946,USA: Weather Modification and Geoengineering Debate (1946-2026),ΗΠΑ: Τροποποίηση Καιρού και Συζήτηση για Geoengineering (1946-2026),good,generic-guidance,0,USA/00-00-1946/USA Weather Modification and Geoengineering Debate (1946-2026)
medium,usa_1947_hollywood_blacklist_huac_loyalty_panic,USA,1947,"Hollywood blacklist, HUAC hearings, and loyalty panic","Μαύρη λίστα Hollywood, ακροάσεις HUAC και πανικός νομιμοφροσύνης",good,generic-guidance,0,"USA/00-00-1947/Hollywood blacklist, HUAC hearings, and loyalty panic"
medium,usa_1947_ufo_secrecy_supernatural_claims,USA,1947,Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,Ηπα Ufo Μυστικοτητα Υπερφυσικοι Ισχυρισμοι Και Δημοσια Εμπιστοσυνη 1947 2026,good,generic-guidance,0,USA/00-00-1947/Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026
medium,usa_1947_project_blue_book_uap_archives_aliens,USA,1947,"USA — PROJECT BLUE BOOK AND UAP: ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)","ΗΠΑ — PROJECT BLUE BOOK ΚΑΙ UAP: ΑΡΧΕΊΑ, ΕΞΩΓΉΙΝΟΙ ΚΑΙ ΔΗΜΌΣΙΑ ΕΜΠΙΣΤΟΣΎΝΗ (1947–2026)",good,generic-guidance,0,"USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)"
medium,usa_1948_cia_journalists_media_influence,USA,1948,"USA: CIA, Journalists, and Media Influence Networks (1948-1977)","ΗΠΑ: CIA, δημοσιογράφοι και δίκτυα επιρροής στα ΜΜΕ (1948-1977)",good,generic-guidance,0,"USA/00-00-1948/USA CIA, Journalists, and Media Influence Networks (1948-1977)"
medium,usa_1949_open_air_biological_tests,USA,1949,USA: Open-air biological tests on unwarned populations (1949-1969),ΗΠΑ: ανοιχτές βιολογικές δοκιμές σε ανυποψίαστους πληθυσμούς (1949-1969),good,generic-guidance,0,USA/00-00-1949/USA Open-air biological tests on unwarned populations (1949-1969)
medium,usa_1950_lavender_scare_security_purge_civil_service,USA,1950,"Lavender Scare, security purges, and civil-service fear","Lavender Scare, εκκαθαρίσεις ασφαλείας και φόβος στη δημόσια διοίκηση",good,generic-guidance,0,"USA/00-00-1950/Lavender Scare, security purges, and civil-service fear"
medium,usa_1950_project_bluebird_artichoke_interrogation_research_secret_consent_failu,USA,1950,"Project BLUEBIRD/ARTICHOKE, interrogation research and consent failure (1950-1953)","Project BLUEBIRD/ARTICHOKE, έρευνα ανάκρισης και αποτυχία συναίνεσης (1950-1953)",good,generic-guidance,0,"USA/00-00-1950/Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)"
medium,usa_1950_big_tobacco_rico_decades_deception,USA,1950,"USA: Big Tobacco, RICO, and Decades of Deception (1950-2026)","ΗΠΑ: Big Tobacco, RICO και δεκαετίες εξαπάτησης (1950-2026)",good,generic-guidance,0,"USA/00-00-1950/USA Big Tobacco, RICO, and Decades of Deception (1950-2026)"
medium,usa_1952_operation_chaos_htlingual,USA,1952,USA: Operation CHAOS and HTLINGUAL (1952-1974),ΗΠΑ: Operation CHAOS και HTLINGUAL (1952-1974),good,generic-guidance,0,USA/00-00-1952/USA Operation CHAOS and HTLINGUAL (1952-1974)
medium,usa_1952_guatemala_pbsuccess,USA,1952,USA: Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),ΗΠΑ: Επιχείρηση PBSUCCESS — Πραξικόπημα στη Γουατεμάλα με στήριξη CIA (1952-1954),good,generic-guidance,0,USA/00-00-1952/USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954)
medium,usa_1953_cia_project_artichoke_behavioral_control_files,USA,1953,CIA Project ARTICHOKE behavioral control files,CIA Project ARTICHOKE και αρχεία ελέγχου συμπεριφοράς,good,generic-guidance,0,USA/00-00-1953/CIA Project ARTICHOKE behavioral control files
medium,usa_1953_iran_coup_cia_oil_democracy_blowback,USA,1953,"Iran coup, CIA oil politics, democracy loss, and blowback","Πραξικόπημα Ιράν, CIA, πετρέλαιο, απώλεια δημοκρατίας και blowback",good,generic-guidance,0,"USA/00-00-1953/Iran coup, CIA oil politics, democracy loss, and blowback"
medium,usa_1953_operation_ajax_iran_cia_mi6_coup,USA,1953,Operation AJAX and the 1953 Iran coup,Επιχείρηση AJAX και το πραξικόπημα στο Ιράν το 1953,good,generic-guidance,0,USA/00-00-1953/Operation AJAX and the 1953 Iran coup
medium,usa_1953_mkultra_secret_science_consent_mind_control,USA,1953,"USA — MKULTRA: SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)","ΗΠΑ — MKULTRA: ΜΥΣΤΙΚΉ ΕΠΙΣΤΉΜΗ, ΣΥΝΑΊΝΕΣΗ ΚΑΙ ΈΡΕΥΝΑ ΕΛΈΓΧΟΥ ΝΟΥ (1953–1977)",good,generic-guidance,0,"USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)"
medium,usa_1953_camp_lejeune_contamination_coverup,USA,1953,USA: Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),ΗΠΑ: Camp Lejeune - Μόλυνση Νερού και Κατηγορίες Συγκάλυψης (1953-2024),good,generic-guidance,0,USA/00-00-1953/USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024)
medium,usa_1954_operation_wetback_deportation_campaign_civil_rights,USA,1954,"Operation Wetback, mass deportation, and civil-rights memory","Operation Wetback, μαζικές απελάσεις και μνήμη δικαιωμάτων",good,generic-guidance,0,"USA/00-00-1954/Operation Wetback, mass deportation, and civil-rights memory"
medium,usa_1955_operation_midnight_climax_safehouses_drugs_nonconsensual_experiments,USA,1955,"Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)","Operation Midnight Climax, safehouses, ουσίες και πειράματα χωρίς συναίνεση (1955-1965)",good,generic-guidance,0,"USA/00-00-1955/Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)"
medium,usa_1956_cointelpro_1956_1971,USA,1956,USA: COINTELPRO and Political Disruption by the FBI (1956-1971),ΗΠΑ: COINTELPRO και πολιτική αποσταθεροποίηση από το FBI (1956-1971),good,generic-guidance,0,USA/00-00-1956/USA COINTELPRO and Political Disruption by the FBI (1956-1971)
medium,usa_1960_cia_assassination_plots_mafia,USA,1960,USA: CIA assassination plots and Mafia overlap (1960-1975),ΗΠΑ: σχέδια δολοφονίας της CIA και επαφή με τη Μαφία (1960-1975),good,generic-guidance,0,USA/00-00-1960/USA CIA assassination plots and Mafia overlap (1960-1975)
medium,usa_1961_bay_of_pigs_covert_failure_plausible_denial,USA,1961,"Bay of Pigs invasion, covert failure, and plausible deniability","Εισβολή Bay of Pigs, μυστική αποτυχία και εύλογη άρνηση",good,generic-guidance,0,"USA/00-00-1961/Bay of Pigs invasion, covert failure, and plausible deniability"
medium,usa_1961_agent_orange_dioxin_delayed_recognition,USA,1961,"USA: Agent Orange, Dioxin, and Delayed Recognition (1961-2026)","ΗΠΑ: Agent Orange, διοξίνη και καθυστερημένη αναγνώριση (1961-2026)",good,generic-guidance,0,"USA/00-00-1961/USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)"
medium,usa_1963_agent_orange_chemical_war_health_delayed_accountability,USA,1963,Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2026,Ηπα Agent Orange Αρχειο Εικονας Χημικος Πολεμος Δημοσια Υγεια Και Καθυστερημενη Λογοδοσια 1961 2026,good,generic-guidance,0,USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2
medium,usa_1964_fbi_mlk_blackmail_letter_surveillance,USA,1964,FBI surveillance of Martin Luther King Jr. and blackmail letter,FBI surveillance of Martin Luther King Jr. and blackmail letter,needs-review,specific-links,1,USA/00-00-1964/FBI surveillance of Martin Luther King Jr. and blackmail letter
medium,usa_1964_freedom_summer_murders_mississippi_state_complicity,USA,1964,"Freedom Summer murders, Mississippi law enforcement, and state complicity","Δολοφονίες Freedom Summer, αστυνομία Μισισίπι και κρατική συνενοχή",good,generic-guidance,0,"USA/00-00-1964/Freedom Summer murders, Mississippi law enforcement, and state complicity"
medium,usa_1964_gulf_of_tonkin_resolution_intelligence_gap,USA,1964,"Gulf of Tonkin, disputed attack, and war authorization",Κόλπος του Tonkin: αμφισβητούμενη επίθεση και εξουσιοδότηση πολέμου,good,generic-guidance,0,"USA/00-00-1964/Gulf of Tonkin, disputed attack, and war authorization"
medium,usa_1964_pentagon_papers_tonkin,USA,1964,USA: Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),ΗΠΑ: Pentagon Papers και το πρόβλημα της παραπλάνησης στον Κόλπο του Τόνκιν (1964-1971),good,generic-guidance,0,USA/00-00-1964/USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971)
medium,usa_1965_fbi_surveillance_martin_luther_king_jr_political_blackmail,USA,1965,FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),Παρακολούθηση Martin Luther King Jr. από FBI και πολιτικός εκβιασμός (1960s),good,generic-guidance,0,USA/00-00-1965/FBI surveillance of Martin Luther King Jr. and political blackmail (1960s)
medium,usa_1969_black_panther_surveillance_and_raids,USA,1969,Black Panther surveillance and raids,Παρακολούθηση και επιδρομές εναντίον Black Panthers,good,generic-guidance,0,USA/00-00-1969/Black Panther surveillance and raids
medium,usa_1969_stonewall_police_raid_queer_resistance_memory,USA,1969,"Stonewall raid, police power, and queer resistance memory","Stonewall, αστυνομική έφοδος και μνήμη queer αντίστασης",good,generic-guidance,0,"USA/00-00-1969/Stonewall raid, police power, and queer resistance memory"
medium,usa_1969_citizens_commission_fbi_burglary_files_cointelpro_exposure,USA,1969,"USA — Citizens’ Commission burglary, stolen FBI files, and COINTELPRO exposure (1971)","ΗΠΑ — Διάρρηξη αρχείων FBI, διαρροές και αποκάλυψη COINTELPRO (1971)",good,generic-guidance,0,"USA/00-00-1969/USA — Citizens’ Commission burglary, stolen FBI files, and COINTELPRO exposure (1971)"
medium,usa_1970_kent_state_shootings_protest_national_guard_force_state_violence_memor,USA,1970,"Kent State Shootings: Protest, National Guard Force and State Violence Memory","Πυροβολισμοί Kent State: Διαμαρτυρία, Εθνοφρουρά και Μνήμη Κρατικής Βίας",good,generic-guidance,0,"USA/00-00-1970/Kent State Shootings Protest, National Guard Force and State Violence Memory"
medium,usa_1971_attica_prison_uprising_state_response_memory,USA,1971,"Attica prison uprising, state response and the politics of memory (1971)","Εξέγερση Attica, κρατική αντίδραση και πολιτική μνήμης (1971)",good,generic-guidance,0,"USA/00-00-1971/Attica prison uprising, state response and the politics of memory (1971)"
medium,usa_1971_citizens_commission_fbi_files_and_cointelpro_exposure,USA,1971,Citizens Commission FBI files and COINTELPRO exposure,Αρχεία Citizens Commission και αποκάλυψη COINTELPRO,good,generic-guidance,0,USA/00-00-1971/Citizens Commission FBI files and COINTELPRO exposure
medium,usa_1971_cointelpro_files_fbi_disruption_domestic_politics,USA,1971,"COINTELPRO files, FBI disruption, and domestic politics","Αρχεία COINTELPRO, αποσταθεροποίηση FBI και εσωτερική πολιτική",good,generic-guidance,0,"USA/00-00-1971/COINTELPRO files, FBI disruption, and domestic politics"
medium,usa_1971_pentagon_papers_vietnam_deception_public_record,USA,1971,"Pentagon Papers, Vietnam deception, and the public record","Pentagon Papers, παραπλάνηση για Βιετνάμ και δημόσιο αρχείο",good,generic-guidance,0,"USA/00-00-1971/Pentagon Papers, Vietnam deception, and the public record"
medium,usa_1972_stargate_remote_viewing,USA,1972,USA: STARGATE — The U.S. Intelligence Community Really Studied “Remote Viewing” (1970s-1995),ΗΠΑ: STARGATE — Η αμερικανική κοινότητα πληροφοριών μελέτησε πραγματικά το «remote viewing» (δεκαετίες 1970-1995),good,generic-guidance,0,USA/00-00-1972/USA STARGATE — The U.S. Intelligence Community Really Studied “Remote Viewing” (1970s-19
medium,usa_1972_watergate_1972_1977,USA,1972,"USA: Watergate, Surveillance Abuse, and Presidential Cover-Up (1972-1977)","ΗΠΑ: Watergate, κατάχρηση παρακολούθησης και προεδρική συγκάλυψη (1972-1977)",good,generic-guidance,0,"USA/00-00-1972/USA Watergate, Surveillance Abuse, and Presidential Cover-Up (1972-1977)"
medium,usa_1973_cia_chile_covert_action_coup_context_memory,USA,1973,"CIA, Chile, covert action and public memory of intervention (1970-1973)","CIA, Χιλή, μυστική δράση και δημόσια μνήμη επέμβασης (1970-1973)",good,generic-guidance,0,"USA/00-00-1973/CIA, Chile, covert action and public memory of intervention (1970-1973)"
medium,usa_1975_church_committee_intelligence_oversight,USA,1975,Church Committee intelligence oversight revelations,Church Committee intelligence oversight revelations,needs-review,specific-links,1,USA/00-00-1975/Church Committee intelligence oversight revelations
medium,usa_1975_church_committee_intelligence_abuses,USA,1975,USA: Church Committee — Intelligence abuses exposed by Congress (1975-1976),ΗΠΑ: Church Committee — οι καταχρήσεις των υπηρεσιών πληροφοριών που αποκαλύφθηκαν από τη Γερουσία (1975-1976),good,generic-guidance,0,USA/00-00-1975/USA Church Committee — Intelligence abuses exposed by Congress (1975-1976)
medium,usa_1978_love_canal_toxic_waste_schoolchildren_politics_environmental_exposure,USA,1978,"Love Canal: Toxic Waste, Schoolchildren and the Politics of Environmental Exposure","Love Canal: Τοξικά Απόβλητα, Παιδιά και Πολιτική Περιβαλλοντικής Έκθεσης",good,generic-guidance,0,"USA/00-00-1978/Love Canal Toxic Waste, Schoolchildren and the Politics of Environmental Exposure"
medium,usa_1979_greensboro_massacre_police_klan_nazi_failure,USA,1979,"Greensboro massacre, police absence, and extremist violence","Σφαγή Greensboro, απουσία αστυνομίας και εξτρεμιστική βία",good,generic-guidance,0,"USA/00-00-1979/Greensboro massacre, police absence, and extremist violence"
medium,usa_1979_three_mile_island_nuclear_accident_2,USA,1979,Three Mile Island nuclear accident,Πυρηνικό ατύχημα Three Mile Island,good,generic-guidance,0,USA/00-00-1979/Three Mile Island nuclear accident
medium,usa_1979_jfk_hsca_probable_conspiracy,USA,1979,USA: JFK Assassination — What the House Select Committee Actually Found (1979 / archival record),ΗΠΑ: Δολοφονία JFK — Τι ακριβώς βρήκε η House Select Committee (1979 / αρχειακό αρχείο),good,generic-guidance,0,USA/00-00-1979/USA JFK Assassination — What the House Select Committee Actually Found (1979 archival re
medium,usa_1980_savings_and_loan_crisis_deregulation_fraud_bailout,USA,1980,"Savings and Loan crisis, deregulation, fraud, and bailout","Κρίση Savings and Loan, απορρύθμιση, απάτη και διάσωση",good,generic-guidance,0,"USA/00-00-1980/Savings and Loan crisis, deregulation, fraud, and bailout"
medium,usa_1980_fbi_microscopic_hair_analysis_wrongful_convictions_forensic_certainty,USA,1980,USA — FBI HAIR ANALYSIS: WRONGFUL CONVICTIONS AND FORENSIC CERTAINTY (1980–2015),ΗΠΑ — ΑΝΆΛΥΣΗ ΤΡΙΧΏΝ FBI: ΆΔΙΚΕΣ ΚΑΤΑΔΊΚΕΣ ΚΑΙ ΕΓΚΛΗΜΑΤΟΛΟΓΙΚΉ ΒΕΒΑΙΌΤΗΤΑ (1980–2015),good,generic-guidance,0,USA/00-00-1980/USA — FBI HAIR ANALYSIS WRONGFUL CONVICTIONS AND FORENSIC CERTAINTY (1980–2015)
medium,usa_1982_patco_strike_firing_labor_state_power,USA,1981,"PATCO strike firing, labor power, and state discipline","Απόλυση απεργών PATCO, εργατική ισχύς και κρατική πειθαρχία",good,generic-guidance,0,"USA/00-00-1981/PATCO strike firing, labor power, and state discipline"
medium,usa_1983_iran_contra,USA,1983,"USA: Iran-Contra — Illegal War Support, Secret Arms Deals, and a Presidency Under Pressure (1983-1993)","ΗΠΑ: Iran-Contra — Παράνομη στήριξη πολέμου, μυστικές πωλήσεις όπλων και προεδρία υπό πίεση (1983-1993)",good,generic-guidance,0,"USA/00-00-1983/USA Iran-Contra — Illegal War Support, Secret Arms Deals, and a Presidency Under Pressur"
medium,usa_1983_gateway_process_consciousness,USA,1983,"USA: The Gateway Process, Consciousness Research, and “Supernatural” Claims (1983-2026)","ΗΠΑ: Gateway Process, έρευνα συνείδησης και «υπερφυσικοί» ισχυρισμοί (1983-2026)",good,generic-guidance,0,"USA/00-00-1983/USA The Gateway Process, Consciousness Research, and “Supernatural” Claims (1983-2026)"
medium,usa_1984_civil_asset_forfeiture_policing_for_profit,USA,1984,"USA: Civil Asset Forfeiture, Equitable Sharing, and the ""Policing for Profit"" Structure (1984-2026)","ΗΠΑ: Πολιτικές δημεύσεις περιουσίας, equitable sharing και η δομή του «policing for profit» (1984-2026)",good,generic-guidance,0,"USA/00-00-1984/USA Civil Asset Forfeiture, Equitable Sharing, and the Policing for Profit Structure (19"
medium,usa_1985_move_bombing_in_philadelphia_2,USA,1985,MOVE bombing in Philadelphia,Βομβαρδισμός MOVE στη Φιλαδέλφεια,good,generic-guidance,0,USA/00-00-1985/MOVE bombing in Philadelphia
medium,usa_1985_move_bombing_philadelphia_police_fire_race_urban_state_violence,USA,1985,"MOVE Bombing: Philadelphia Police, Fire, Race and Urban State Violence","MOVE Bombing: Αστυνομία Philadelphia, Φωτιά, Φυλή και Αστική Κρατική Βία",good,generic-guidance,0,"USA/00-00-1985/MOVE Bombing Philadelphia Police, Fire, Race and Urban State Violence"
medium,usa_1985_therac25_radiation_overdose_software_safety,USA,1985,Therac-25 radiation overdoses and software safety failure,"Therac-25, υπερδοσολογίες ακτινοβολίας και αποτυχία ασφάλειας λογισμικού",good,generic-guidance,0,USA/00-00-1985/Therac-25 radiation overdoses and software safety failure
medium,usa_1986_challenger_disaster_engineering_warnings_launch_pressure_institutional,USA,1986,"Challenger Disaster: Engineering Warnings, Launch Pressure and Institutional Silence","Challenger: Προειδοποιήσεις Μηχανικών, Πίεση Εκτόξευσης και Θεσμική Σιωπή",good,generic-guidance,0,"USA/00-00-1986/Challenger Disaster Engineering Warnings, Launch Pressure and Institutional Silence"
medium,usa_1986_iran_contra_secret_policy_network,USA,1986,Iran-Contra secret policy network,Iran-Contra και μυστικό δίκτυο πολιτικής,good,generic-guidance,0,USA/00-00-1986/Iran-Contra secret policy network
medium,usa_1989_central_park_five_false_confessions_media_fury_wrongful_conviction,USA,1989,"Central Park Five: False Confessions, Media Fury and Wrongful Conviction","Central Park Five: Ψευδείς Ομολογίες, Μιντιακή Οργή και Άδικη Καταδίκη",good,generic-guidance,0,"USA/00-00-1989/Central Park Five False Confessions, Media Fury and Wrongful Conviction"
medium,usa_1989_exxon_valdez_oil_spill_corporate_safety_ecology,USA,1989,"Exxon Valdez oil spill, corporate safety, and ecological accountability","Exxon Valdez, πετρελαιοκηλίδα, εταιρική ασφάλεια και οικολογική λογοδοσία",good,generic-guidance,0,"USA/00-00-1989/Exxon Valdez oil spill, corporate safety, and ecological accountability"
medium,usa_1992_los_angeles_riots_and_rodney_king_verdict,USA,1992,Los Angeles riots and Rodney King verdict,Ταραχές Λος Άντζελες και ετυμηγορία Rodney King,good,generic-guidance,0,USA/00-00-1992/Los Angeles riots and Rodney King verdict
medium,usa_1992_ruby_ridge_federal_siege_rules_engagement,USA,1992,"Ruby Ridge: Federal Siege, Rules of Engagement and Public Trust","Ruby Ridge: Ομοσπονδιακή Πολιορκία, Κανόνες Εμπλοκής και Δημόσια Εμπιστοσύνη",good,generic-guidance,0,"USA/00-00-1992/Ruby Ridge Federal Siege, Rules of Engagement and Public Trust"
medium,usa_1993_waco_branch_davidians_atf_fbi_siege_media,USA,1993,"USA — Waco, Branch Davidians, ATF/FBI siege, media, and public trust (1993)","ΗΠΑ — Waco, Branch Davidians, ATF/FBI, πολιορκία και δημόσια εμπιστοσύνη (1993)",good,generic-guidance,0,"USA/00-00-1993/USA — Waco, Branch Davidians, ATF FBI siege, media, and public trust (1993)"
medium,usa_1993_waco_siege_atf_raid_fbi_negotiation_failure_fire_narrative_wars,USA,1993,"Waco Siege: ATF Raid, FBI Negotiation Failure and Fire Narrative Wars","Waco: Έφοδος ATF, Αποτυχία Διαπραγμάτευσης FBI και Πόλεμος Αφηγήσεων για τη Φωτιά",good,generic-guidance,0,"USA/00-00-1993/Waco Siege ATF Raid, FBI Negotiation Failure and Fire Narrative Wars"
medium,usa_1994_project_blue_beam_panic_uap_synthetic_media_control_myths,USA,1994,"USA — PROJECT BLUE BEAM: PANIC, UAP, SYNTHETIC MEDIA, AND CONTROL MYTHS (1994–2026)","ΗΠΑ — PROJECT BLUE BEAM: ΠΑΝΙΚΌΣ, UAP, ΣΥΝΘΕΤΙΚΆ ΜΈΣΑ ΚΑΙ ΜΎΘΟΙ ΕΛΈΓΧΟΥ (1994–2026)",good,generic-guidance,0,"USA/00-00-1994/USA — PROJECT BLUE BEAM PANIC, UAP, SYNTHETIC MEDIA, AND CONTROL MYTHS (1994–2026)"
medium,usa_1995_oklahoma_city_bombing_backlash_extremism_informants_federal_security_p,USA,1995,"Oklahoma City Bombing Backlash: Extremism, Informants and Federal Security Panic","Oklahoma City: Εξτρεμισμός, Πληροφοριοδότες και Ομοσπονδιακός Πανικός Ασφάλειας",good,generic-guidance,0,"USA/00-00-1995/Oklahoma City Bombing Backlash Extremism, Informants and Federal Security Panic"
